class_name,feature,coefficient,abs_coefficient
NO,focus more,-0.0021013077854187636,0.0021013077854187636
NO,2005,0.0021013059016054426,0.0021013059016054426
NO,1088,0.002101305362834524,0.002101305362834524
NO,preference tuning,-0.002101289490626605,0.002101289490626605
NO,2023 in,-0.002100985723526196,0.002100985723526196
NO,for various,-0.002100977587917868,0.002100977587917868
NO,active,0.002100904110109283,0.002100904110109283
NO,utkarsh,0.0021008941701964844,0.0021008941701964844
NO,in world,0.002100851452792649,0.002100851452792649
NO,patterns which,0.0021007034408222695,0.0021007034408222695
NO,bnns,-0.002100600172937087,0.002100600172937087
NO,arthur,-0.002100584924813469,0.002100584924813469
NO,needle,-0.002100562907418638,0.002100562907418638
NO,2021 have,-0.00210038192544271,0.00210038192544271
NO,equals to,0.002100356720541147,0.002100356720541147
NO,section to,0.002100348859409461,0.002100348859409461
NO,20 22,-0.0021003482922670675,0.0021003482922670675
NO,ardila,0.0021002145721850866,0.0021002145721850866
NO,128 for,-0.0020999640028898188,0.0020999640028898188
NO,processing,-0.0020998967934710974,0.0020998967934710974
NO,present qualitative,-0.002099837392494936,0.002099837392494936
NO,iff,0.0020998153122806017,0.0020998153122806017
NO,that best,0.002099813390853293,0.002099813390853293
NO,challenge by,-0.002099652523963491,0.002099652523963491
NO,angela,-0.0020995937366480475,0.0020995937366480475
NO,density,0.0020994452169983066,0.0020994452169983066
NO,conditions we,-0.002099240236919322,0.002099240236919322
NO,have many,0.002099196169016348,0.002099196169016348
NO,1007,0.002099129806017859,0.002099129806017859
NO,homotopy,0.002099100341939922,0.002099100341939922
NO,subsequence of,-0.0020989788942160433,0.0020989788942160433
NO,vote,-0.002098887629167544,0.002098887629167544
NO,some cases,-0.002098419016748055,0.002098419016748055
NO,xstest,-0.002098330963084625,0.002098330963084625
NO,non negative,0.002098243852847296,0.002098243852847296
NO,carla,0.002098094301406549,0.002098094301406549
NO,by performing,-0.0020978595038945915,0.0020978595038945915
NO,10 questions,0.0020977399168396332,0.0020977399168396332
NO,14 30,-0.002097728991639564,0.002097728991639564
NO,cub 200,0.0020977095558214966,0.0020977095558214966
NO,theorem suppose,0.0020976520024441033,0.0020976520024441033
NO,mathematics of,0.0020974578423732337,0.0020974578423732337
NO,gt ht,0.002097410134348356,0.002097410134348356
NO,roads,0.0020973373914241716,0.0020973373914241716
NO,roughness,-0.002097326503741781,0.002097326503741781
NO,fdp,-0.002097246151036384,0.002097246151036384
NO,87 77,-0.002097115691001061,0.002097115691001061
NO,the evaluation,-0.002097075226122079,0.002097075226122079
NO,pool set,-0.0020970170408172112,0.0020970170408172112
NO,volume long,-0.0020968460013217967,0.0020968460013217967
NO,63 39,-0.00209681030871405,0.00209681030871405
NO,37 39,-0.0020966255082019323,0.0020966255082019323
NO,barni,-0.0020965379543761006,0.0020965379543761006
NO,let rd,0.002096255533903953,0.002096255533903953
NO,ning ding,-0.002096185271651654,0.002096185271651654
NO,predictions of,0.0020961832052365536,0.0020961832052365536
NO,question answer,-0.0020961570627869544,0.0020961570627869544
NO,universal and,-0.0020960618001121347,0.0020960618001121347
NO,factory,0.0020960506825938086,0.0020960506825938086
NO,applying,-0.002096017931216236,0.002096017931216236
NO,evaluating,-0.0020960014709241813,0.0020960014709241813
NO,experiment is,-0.0020959605394742812,0.0020959605394742812
NO,non english,-0.0020958929319655913,0.0020958929319655913
NO,image transformer,-0.002095662721166473,0.002095662721166473
NO,variables to,-0.002095641139681143,0.002095641139681143
NO,in white,-0.0020953926095887573,0.0020953926095887573
NO,but may,0.0020953815374933154,0.0020953815374933154
NO,kam,0.002095317403711629,0.002095317403711629
NO,ailing,0.0020952831449092776,0.0020952831449092776
NO,model when,-0.0020952545696661757,0.0020952545696661757
NO,case in,0.002095193994447891,0.002095193994447891
NO,performance when,-0.0020950379526065415,0.0020950379526065415
NO,household,-0.0020949751752733776,0.0020949751752733776
NO,because we,0.0020949036081376587,0.0020949036081376587
NO,log,0.0020948719020661413,0.0020948719020661413
NO,least 10,0.0020945947453854174,0.0020945947453854174
NO,δl,0.0020945493406456512,0.0020945493406456512
NO,prevents,-0.002094353098523727,0.002094353098523727
NO,voice assistants,0.0020942376727149945,0.0020942376727149945
NO,for controlling,0.002094040755567247,0.002094040755567247
NO,similarly to,-0.0020938831123531727,0.0020938831123531727
NO,high school,-0.0020937388293412545,0.0020937388293412545
NO,selective,0.0020935068290091675,0.0020935068290091675
NO,protein,0.002093465952032876,0.002093465952032876
NO,distributes,-0.0020932893736062765,0.0020932893736062765
NO,2024 one,-0.002093260095681408,0.002093260095681408
NO,solutions of,0.0020932171360358606,0.0020932171360358606
NO,3x3,-0.0020931654684084922,0.0020931654684084922
NO,the stop,-0.002093146234706215,0.002093146234706215
NO,knowledge discovery,0.002092809808735942,0.002092809808735942
NO,collapse,-0.0020927808185068155,0.0020927808185068155
NO,mixed,-0.0020927550847560958,0.0020927550847560958
NO,all possible,0.00209255784583809,0.00209255784583809
NO,participant,0.0020924038624532274,0.0020924038624532274
NO,893,0.0020923883455009422,0.0020923883455009422
NO,validate our,0.002092365550617385,0.002092365550617385
NO,by generating,-0.0020923552012246925,0.0020923552012246925
NO,transductive,-0.0020922257121894633,0.0020922257121894633
NO,solving,0.0020922114233664153,0.0020922114233664153
NO,observability,-0.0020921886677850426,0.0020921886677850426
NO,this as,-0.0020921201456854783,0.0020921201456854783
NO,36 2024b,-0.00209200103109037,0.00209200103109037
NO,these limitations,-0.0020917809633476995,0.0020917809633476995
NO,quadratic,0.0020917124097859707,0.0020917124097859707
NO,to algorithm,0.0020917014127732458,0.0020917014127732458
NO,to 04,0.00209165180935987,0.00209165180935987
NO,flash,-0.0020915790679739334,0.0020915790679739334
NO,attack is,-0.0020915436145032586,0.0020915436145032586
NO,manipulate,-0.002091521438532716,0.002091521438532716
NO,models of,0.0020915082243463546,0.0020915082243463546
NO,kamath,-0.002091103254313974,0.002091103254313974
NO,rlhf and,-0.0020910641254119726,0.0020910641254119726
NO,walk,-0.0020910324081723428,0.0020910324081723428
NO,traffic forecasting,0.002090829888803948,0.002090829888803948
NO,tuned models,-0.002090679180584115,0.002090679180584115
NO,11,-0.0020905143858498186,0.0020905143858498186
NO,execute the,-0.0020904582960253617,0.0020904582960253617
NO,we view,0.0020903263773285248,0.0020903263773285248
NO,setup is,-0.002090215336119384,0.002090215336119384
NO,which identifies,-0.0020901948559628207,0.0020901948559628207
NO,is unable,-0.002090190589370057,0.002090190589370057
NO,causal graph,-0.0020901125811946157,0.0020901125811946157
NO,distills,-0.002090093711484033,0.002090093711484033
NO,969,0.002090019386343029,0.002090019386343029
NO,the element,-0.0020899877622839263,0.0020899877622839263
NO,patch size,0.002089943515418696,0.002089943515418696
NO,fe,0.0020897993019623933,0.0020897993019623933
NO,gate,0.0020896043036343387,0.0020896043036343387
NO,task distribution,-0.0020895929949020374,0.0020895929949020374
NO,the policy,-0.00208955768733359,0.00208955768733359
NO,detection process,0.0020894177886856624,0.0020894177886856624
NO,miccai,-0.002089299390746049,0.002089299390746049
NO,via multi,0.002089260051653399,0.002089260051653399
NO,table classification,-0.00208923056550503,0.00208923056550503
NO,and fig,-0.00208919431131591,0.00208919431131591
NO,dynamics the,0.0020891433940414795,0.0020891433940414795
NO,input domain,0.002089064484371688,0.002089064484371688
NO,of local,0.0020890560014841814,0.0020890560014841814
NO,zhang anyi,-0.0020890489575162955,0.0020890489575162955
NO,next time,0.0020884791814610123,0.0020884791814610123
NO,johnson,-0.0020884478265781135,0.0020884478265781135
NO,on expert,0.002088359203884875,0.002088359203884875
NO,quarterly journal,0.002088289667226161,0.002088289667226161
NO,jernite,-0.0020882452363081834,0.0020882452363081834
NO,yacine,-0.0020882452363081834,0.0020882452363081834
NO,yacine jernite,-0.0020882452363081834,0.0020882452363081834
NO,and stochastic,0.002088202956311678,0.002088202956311678
NO,small objects,0.002088172752347571,0.002088172752347571
NO,complex scenes,0.0020879159198194676,0.0020879159198194676
NO,complex problem,0.0020878489923247677,0.0020878489923247677
NO,level policy,-0.002087759874796485,0.002087759874796485
NO,input prompt,-0.0020877056513597136,0.0020877056513597136
NO,network we,0.0020876727283558067,0.0020876727283558067
NO,regularization by,0.002087524147161496,0.002087524147161496
NO,beidi,-0.0020874570023219365,0.0020874570023219365
NO,beidi chen,-0.0020874570023219365,0.0020874570023219365
NO,in webarena,-0.0020873156688748264,0.0020873156688748264
NO,propagate,-0.0020870329487693005,0.0020870329487693005
NO,simulated in,0.002086954702741438,0.002086954702741438
NO,accumulated,0.0020865614998073424,0.0020865614998073424
NO,abbeel denoising,-0.0020862279961993643,0.0020862279961993643
NO,ho ajay,-0.0020862279961993643,0.0020862279961993643
NO,against the,-0.0020862033107938655,0.0020862033107938655
NO,views and,-0.002086101159528183,0.002086101159528183
NO,entezari,-0.002085675203853646,0.002085675203853646
NO,rahim entezari,-0.002085675203853646,0.002085675203853646
NO,soft labels,-0.0020856019758477237,0.0020856019758477237
NO,the integrated,0.002085556147729029,0.002085556147729029
NO,case for,0.0020854484590327013,0.0020854484590327013
NO,trained language,-0.0020853621496162975,0.0020853621496162975
NO,2021 with,-0.002085267092759518,0.002085267092759518
NO,one dimensional,0.002085139642110567,0.002085139642110567
NO,projection matrix,-0.002084853214187137,0.002084853214187137
NO,sm,-0.0020846823792526766,0.0020846823792526766
NO,and tuo,-0.0020843628470321868,0.0020843628470321868
NO,the annotated,-0.0020842714662555927,0.0020842714662555927
NO,cumulative,0.002084184724150855,0.002084184724150855
NO,class labels,-0.0020840980700475445,0.0020840980700475445
NO,83 23,-0.0020840524148008533,0.0020840524148008533
NO,25 18,-0.0020839667471140907,0.0020839667471140907
NO,calculus,-0.002083885872537271,0.002083885872537271
NO,text or,-0.0020838509887719384,0.0020838509887719384
NO,off between,-0.0020837332409504327,0.0020837332409504327
NO,approximate solution,0.0020836927946827435,0.0020836927946827435
NO,task with,-0.00208369210670642,0.00208369210670642
NO,for target,-0.0020836376947647155,0.0020836376947647155
NO,knowledge,0.002083602487475067,0.002083602487475067
NO,global optimization,0.002083523544796606,0.002083523544796606
NO,grows,0.00208352214729873,0.00208352214729873
NO,step by,-0.00208346373099764,0.00208346373099764
NO,english and,-0.0020834303828972697,0.0020834303828972697
NO,our evaluation,-0.0020833134622587637,0.0020833134622587637
NO,igor,-0.002083155510006174,0.002083155510006174
NO,the spatial,0.0020831449059562227,0.0020831449059562227
NO,integer,0.0020831056447454094,0.0020831056447454094
NO,and low,-0.00208302870620971,0.00208302870620971
NO,pp 770,0.002082788909986648,0.002082788909986648
NO,diamos,0.002082562304279724,0.002082562304279724
NO,where our,-0.0020824652816950518,0.0020824652816950518
NO,for extreme,0.0020822564121974387,0.0020822564121974387
NO,mathematical society,0.0020822327635639567,0.0020822327635639567
NO,context reinforcement,-0.002082142683661606,0.002082142683661606
NO,of hyperparameters,-0.0020819021102459036,0.0020819021102459036
NO,the preference,-0.002081853798306909,0.002081853798306909
NO,intuition is,-0.0020818513069593104,0.0020818513069593104
NO,0013,-0.0020817381037733424,0.0020817381037733424
NO,with unknown,0.002081680868944281,0.002081680868944281
NO,16 20,-0.0020816309895806792,0.0020816309895806792
NO,once again,0.002081533997385078,0.002081533997385078
NO,hannaneh hajishirzi,-0.002081502551276056,0.002081502551276056
NO,1412 6980,-0.0020814509585438865,0.0020814509585438865
NO,basketball,0.0020814150088437323,0.0020814150088437323
NO,patch wise,0.002081322377726672,0.002081322377726672
NO,attributed to,0.002081263511579141,0.002081263511579141
NO,isotropic,-0.0020812138144103084,0.0020812138144103084
NO,959,0.002081161262596116,0.002081161262596116
NO,exception,-0.0020811320031619254,0.0020811320031619254
NO,xt m2,0.002080841355885029,0.002080841355885029
NO,arash vahdat,-0.00208079624484461,0.00208079624484461
NO,exciting,0.00208078828976617,0.00208078828976617
NO,attacks such,-0.0020807377787481333,0.0020807377787481333
NO,73,-0.002080720149680953,0.002080720149680953
NO,yidong wang,-0.0020806583283155314,0.0020806583283155314
NO,960,0.0020806400036302674,0.0020806400036302674
NO,the draft,0.002080636537627852,0.002080636537627852
NO,dense models,-0.0020806140010351582,0.0020806140010351582
NO,statistic,0.002080268203827657,0.002080268203827657
NO,raising,-0.002080209319049633,0.002080209319049633
NO,lintang,-0.002080128057167658,0.002080128057167658
NO,lintang sutawika,-0.002080128057167658,0.002080128057167658
NO,recognition from,-0.0020800781529198994,0.0020800781529198994
NO,based web,-0.0020800250159346777,0.0020800250159346777
NO,82 14,-0.002079944293867643,0.002079944293867643
NO,sontag,0.002079809719858793,0.002079809719858793
NO,questions about,-0.00207980580936176,0.00207980580936176
NO,rts,-0.002079631886249892,0.002079631886249892
NO,classes are,-0.002079604132871272,0.002079604132871272
NO,γ2,0.0020795998113850985,0.0020795998113850985
NO,and ryan,-0.0020795764437514254,0.0020795764437514254
NO,source model,-0.0020793852710808943,0.0020793852710808943
NO,the combinatorial,0.0020792793204873886,0.0020792793204873886
NO,for algorithm,0.0020792616183393803,0.0020792616183393803
NO,918 919,0.0020791720183863677,0.0020791720183863677
NO,920 921,0.0020791720183863677,0.0020791720183863677
NO,921 922,0.0020791720183863677,0.0020791720183863677
NO,922 923,0.0020791720183863677,0.0020791720183863677
NO,923 924,0.0020791720183863677,0.0020791720183863677
NO,924 925,0.0020791720183863677,0.0020791720183863677
NO,925 926,0.0020791720183863677,0.0020791720183863677
NO,926 927,0.0020791720183863677,0.0020791720183863677
NO,query to,0.0020791592696559193,0.0020791592696559193
NO,and webarena,-0.00207897850822822,0.00207897850822822
NO,maps,-0.0020788161961376,0.0020788161961376
NO,winograd,-0.002078673491843941,0.002078673491843941
NO,and lora,-0.002078641203996324,0.002078641203996324
NO,of xt,0.002078637386375185,0.002078637386375185
NO,visual information,-0.0020784321468166533,0.0020784321468166533
NO,bandit feedback,0.0020783612373751806,0.0020783612373751806
NO,levels the,0.002078346692227774,0.002078346692227774
NO,mlp layer,0.0020782893550791853,0.0020782893550791853
NO,let for,0.0020782440186439487,0.0020782440186439487
NO,new variant,0.002078237296364349,0.002078237296364349
NO,analyses in,0.002078183406084417,0.002078183406084417
NO,analyzing their,0.002078170760166479,0.002078170760166479
NO,states and,-0.002078141011453836,0.002078141011453836
NO,reconstruction task,0.002078124371488978,0.002078124371488978
NO,ghorbani,0.0020781062751145944,0.0020781062751145944
NO,set acc,-0.0020776448518609195,0.0020776448518609195
NO,zi zi,0.0020775812612409228,0.0020775812612409228
NO,heights,0.002077578508114838,0.002077578508114838
NO,behavior,-0.0020774532824343562,0.0020774532824343562
NO,and smooth,0.0020774468757080167,0.0020774468757080167
NO,mbpp,-0.002077364508933707,0.002077364508933707
NO,summary of,0.0020772712860743733,0.0020772712860743733
NO,on prediction,0.002077026964251336,0.002077026964251336
NO,equation holds,0.002077006519733426,0.002077006519733426
NO,inputs while,-0.0020769653479674566,0.0020769653479674566
NO,small scale,0.002076911594807124,0.002076911594807124
NO,images is,-0.002076852535503876,0.002076852535503876
NO,marcus,0.0020768446588974223,0.0020768446588974223
NO,qiao and,-0.0020764390493328328,0.0020764390493328328
NO,64 53,-0.002076089519681793,0.002076089519681793
NO,that allow,-0.00207604676197142,0.00207604676197142
NO,and christopher,-0.0020760350006929417,0.0020760350006929417
NO,that allows,-0.002075944389141257,0.002075944389141257
NO,with general,0.0020758479382807075,0.0020758479382807075
NO,shadow,-0.0020757989202148702,0.0020757989202148702
NO,and directly,0.0020757206418308585,0.0020757206418308585
NO,and ip,-0.00207567590036686,0.00207567590036686
NO,models on,-0.0020755328778082785,0.0020755328778082785
NO,attacks which,-0.0020754861466855622,0.0020754861466855622
NO,unnecessary,-0.0020754747162843317,0.0020754747162843317
NO,accordingly we,0.002075382400840946,0.002075382400840946
NO,work provides,0.002075238359904614,0.002075238359904614
NO,exp xt,0.0020749822167250584,0.0020749822167250584
NO,were shown,0.00207494261118783,0.00207494261118783
NO,lightman,-0.0020747296458458416,0.0020747296458458416
NO,hyper parameter,0.0020746611264566496,0.0020746611264566496
NO,basis the,-0.0020746250232149452,0.0020746250232149452
NO,anca dragan,-0.0020746237973339366,0.0020746237973339366
NO,and those,-0.0020745745542491982,0.0020745745542491982
NO,by averaging,-0.002074569688604794,0.002074569688604794
NO,there are,0.002074272624481249,0.002074272624481249
NO,considering all,0.002074185726889704,0.002074185726889704
NO,beat gans,-0.0020741856825131706,0.0020741856825131706
NO,gans on,-0.0020741856825131706,0.0020741856825131706
NO,nichol diffusion,-0.0020741856825131706,0.0020741856825131706
NO,echet,-0.0020740277461028765,0.0020740277461028765
NO,solution is,0.002073856053603458,0.002073856053603458
NO,review,0.0020737554208869265,0.0020737554208869265
NO,three baselines,0.002073662558223793,0.002073662558223793
NO,geometric features,0.002073560883785889,0.002073560883785889
NO,equivariant neural,-0.002073477328910912,0.002073477328910912
NO,tri,-0.002073476291965973,0.002073476291965973
NO,miccai 2015,-0.0020733824285003163,0.0020733824285003163
NO,nero,0.0020733770737342725,0.0020733770737342725
NO,llava 34b,-0.002073335529895047,0.002073335529895047
NO,quantitative evaluation,-0.0020729890147608084,0.0020729890147608084
NO,98 98,-0.0020727912668760677,0.0020727912668760677
NO,content while,-0.0020727746289136953,0.0020727746289136953
NO,in is,0.002072666998685781,0.002072666998685781
NO,25 88,-0.0020725931412193116,0.0020725931412193116
NO,66 67,-0.0020724640986609986,0.0020724640986609986
NO,student policy,-0.0020723069293985333,0.0020723069293985333
NO,anyi,-0.00207230336803833,0.00207230336803833
NO,assume access,-0.0020722245797800947,0.0020722245797800947
NO,schulman et,-0.00207221191388202,0.00207221191388202
NO,far beyond,0.002072177770829082,0.002072177770829082
NO,learned,-0.0020721441472444963,0.0020721441472444963
NO,signals such,0.002072094330503242,0.002072094330503242
NO,uniformly distributed,-0.0020720504695777926,0.0020720504695777926
NO,simplification,0.0020720124845165127,0.0020720124845165127
NO,and tasks,-0.0020719870225849903,0.0020719870225849903
NO,yonatan bisk,-0.0020719606335163777,0.0020719606335163777
NO,arrangement,0.0020715206613816433,0.0020715206613816433
NO,societal,-0.002071469805674272,0.002071469805674272
NO,sθ xt,0.0020714636252019097,0.0020714636252019097
NO,in later,-0.0020714530245176206,0.0020714530245176206
NO,nando de,-0.0020714274381530007,0.0020714274381530007
NO,jailbroken,-0.002071376663094505,0.002071376663094505
NO,for and,0.0020713580752619015,0.0020713580752619015
NO,if they,-0.0020713250811550702,0.0020713250811550702
NO,all variables,0.0020712739792806602,0.0020712739792806602
NO,spectrum and,0.002071189792814919,0.002071189792814919
NO,appended,-0.0020711183722144765,0.0020711183722144765
NO,in regions,0.002071074325876495,0.002071074325876495
NO,finite element,0.0020710589142934072,0.0020710589142934072
NO,masked generative,-0.002070997036392425,0.002070997036392425
NO,michael backes,-0.0020708826753601194,0.0020708826753601194
NO,and reproducibility,-0.002070481498345888,0.002070481498345888
NO,hao zhou,0.002070412264394237,0.002070412264394237
NO,rafael rafailov,-0.002070227946393287,0.002070227946393287
NO,bekkers,-0.002070154463388303,0.002070154463388303
NO,linear state,-0.0020701478818228357,0.0020701478818228357
NO,the example,-0.002069954439920623,0.002069954439920623
NO,rates we,0.0020699107946087845,0.0020699107946087845
NO,to selectively,-0.0020698427311023936,0.0020698427311023936
NO,math benchmark,-0.002069717887184381,0.002069717887184381
NO,spectra for,0.0020696492134191407,0.0020696492134191407
NO,the pixel,0.0020695903304096316,0.0020695903304096316
NO,81 21,-0.0020691155336143856,0.0020691155336143856
NO,hidden dimension,-0.0020690133826358646,0.0020690133826358646
NO,discrete algorithms,0.002068785907525505,0.002068785907525505
NO,order and,-0.0020687719214968,0.0020687719214968
NO,the calculation,0.002068588329000738,0.002068588329000738
NO,revealing,-0.0020685752351488566,0.0020685752351488566
NO,tuning large,-0.0020684531768728957,0.0020684531768728957
NO,55 56,-0.0020683682371698126,0.0020683682371698126
NO,yaodong yang,-0.002068356686844792,0.002068356686844792
NO,and contains,0.0020683557003777684,0.0020683557003777684
NO,the victim,-0.002068308069398512,0.002068308069398512
NO,rnns and,-0.002068295128788262,0.002068295128788262
NO,and c4,-0.0020681847403908006,0.0020681847403908006
NO,1080,-0.0020681036874309194,0.0020681036874309194
NO,smote,-0.0020679281860894886,0.0020679281860894886
NO,danny,-0.0020678010460613294,0.0020678010460613294
NO,huchuan,-0.002067563335375212,0.002067563335375212
NO,huchuan lu,-0.002067563335375212,0.002067563335375212
NO,1293,0.0020673549335588483,0.0020673549335588483
NO,for few,-0.002067351754931439,0.002067351754931439
NO,graber and,-0.00206733124787553,0.00206733124787553
NO,task and,-0.0020672488246474075,0.0020672488246474075
NO,video audio,-0.0020672069120358824,0.0020672069120358824
NO,35 79,-0.002067145488974773,0.002067145488974773
NO,model by,-0.0020670259052651295,0.0020670259052651295
NO,yl,-0.0020670151941655683,0.0020670151941655683
NO,these images,-0.002066888326170846,0.002066888326170846
NO,raw inputs,-0.0020667401582920544,0.0020667401582920544
NO,dhruv,-0.0020666043646164626,0.0020666043646164626
NO,for llama2,-0.002066589387505093,0.002066589387505093
NO,data figure,0.0020662485016263747,0.0020662485016263747
NO,assessing the,-0.0020660794328060555,0.0020660794328060555
NO,suffices to,0.0020660684110687558,0.0020660684110687558
NO,probe the,-0.00206586044727414,0.00206586044727414
NO,casia,0.0020658385220511215,0.0020658385220511215
NO,streamlining,0.0020657846489007805,0.0020657846489007805
NO,ttft ms,0.0020657741050241264,0.0020657741050241264
NO,each image,-0.0020657489611130334,0.0020657489611130334
NO,to only,-0.0020656522677556933,0.0020656522677556933
NO,replaced with,0.00206558720783794,0.00206558720783794
NO,choi,-0.0020655062745700502,0.0020655062745700502
NO,time inference,0.0020654738648187287,0.0020654738648187287
NO,network layers,0.002065164405362445,0.002065164405362445
NO,fidler,-0.0020650921529507486,0.0020650921529507486
NO,augmentation methods,0.002064977361694069,0.002064977361694069
NO,increases with,0.0020649400505256257,0.0020649400505256257
NO,geoff,0.002064906103242646,0.002064906103242646
NO,sdf,0.002064799733322692,0.002064799733322692
NO,functional gradient,0.002064771826769318,0.002064771826769318
NO,supervised methods,-0.0020646537791343257,0.0020646537791343257
NO,x1,0.0020645809519813573,0.0020645809519813573
NO,is equivalent,0.002064481833173298,0.002064481833173298
NO,w4a4,-0.0020644401458797122,0.0020644401458797122
NO,of fid,-0.0020644036278127456,0.0020644036278127456
NO,57,-0.0020643626005086785,0.0020643626005086785
NO,channel based,0.0020643153090718932,0.0020643153090718932
NO,of linear,0.002064276235157135,0.002064276235157135
NO,signals that,0.002064204893928937,0.002064204893928937
NO,oil painting,-0.002064186409396294,0.002064186409396294
NO,exceed,-0.0020641677464687323,0.0020641677464687323
NO,ensures the,-0.002064152955023162,0.002064152955023162
NO,of hybrid,0.002064143790403089,0.002064143790403089
NO,would also,-0.002064018519994289,0.002064018519994289
NO,outperforms,-0.002063849844306692,0.002063849844306692
NO,data missing,0.002063831477847934,0.002063831477847934
NO,aegis,-0.0020637239194630846,0.0020637239194630846
NO,amir,-0.002063545078536395,0.002063545078536395
NO,yueting zhuang,-0.0020635410290462705,0.0020635410290462705
NO,pairs in,-0.0020633493229579632,0.0020633493229579632
NO,codi,0.002063261092219846,0.002063261092219846
NO,chung et,-0.002063127336175377,0.002063127336175377
NO,transparency,-0.002063049612927837,0.002063049612927837
NO,layer and,-0.0020630245667737617,0.0020630245667737617
NO,al learning,-0.002062994092367703,0.002062994092367703
NO,utilizes an,-0.0020629363010201715,0.0020629363010201715
NO,every data,0.0020629322238823675,0.0020629322238823675
NO,marker,0.002062750913374889,0.002062750913374889
NO,nature machine,0.0020626600557133823,0.0020626600557133823
NO,strongly,0.0020626201251268336,0.0020626201251268336
NO,this context,0.0020624941500842404,0.0020624941500842404
NO,aligned llms,-0.002062480391040668,0.002062480391040668
NO,function based,-0.0020623862081059225,0.0020623862081059225
NO,stock trading,0.002062372063151294,0.002062372063151294
NO,in text,-0.0020623366423743765,0.0020623366423743765
NO,creative,-0.0020621234566047648,0.0020621234566047648
NO,bpe,-0.002062109244630624,0.002062109244630624
NO,v2,-0.00206195471779517,0.00206195471779517
NO,after all,0.0020618888069229703,0.0020618888069229703
NO,schedule for,-0.0020618694965541017,0.0020618694965541017
NO,substructures,-0.002061673271331471,0.002061673271331471
NO,alexander nichol,-0.0020616083973524616,0.0020616083973524616
NO,79 70,-0.0020615823334743607,0.0020615823334743607
NO,schwartz,0.002061562419650154,0.002061562419650154
NO,fit their,0.0020614652741537337,0.0020614652741537337
NO,between two,0.002061324232477237,0.002061324232477237
NO,xinyue,-0.0020612284089546176,0.0020612284089546176
NO,teaching,-0.0020610369398086493,0.0020610369398086493
NO,hard,-0.002061036367913855,0.002061036367913855
NO,theorem to,0.002060961392679278,0.002060961392679278
NO,acquiring,0.0020609148451026424,0.0020609148451026424
NO,photorealistic text,-0.002060816568841773,0.002060816568841773
NO,71,-0.002060713782063725,0.002060713782063725
NO,kamath et,-0.002060564560880505,0.002060564560880505
NO,intra,-0.0020604349557896114,0.0020604349557896114
NO,the sense,0.002060129431982754,0.002060129431982754
NO,key for,-0.0020601033019250555,0.0020601033019250555
NO,mice,0.0020599445887162235,0.0020599445887162235
NO,the peak,-0.002059707188448919,0.002059707188448919
NO,respond,0.0020596642846274723,0.0020596642846274723
NO,after fine,-0.0020596328571957567,0.0020596328571957567
NO,solution with,0.0020594285830257118,0.0020594285830257118
NO,are far,0.0020594157404311042,0.0020594157404311042
NO,computational linguistics,-0.0020594140199899857,0.0020594140199899857
NO,2025 ethics,-0.002059318875514346,0.002059318875514346
NO,hailey schoelkopf,-0.002059287362148148,0.002059287362148148
NO,since all,0.0020592647193516055,0.0020592647193516055
NO,1076,0.002059179695993644,0.002059179695993644
NO,iterations and,-0.0020590048253879296,0.0020590048253879296
NO,186,0.002058885593902775,0.002058885593902775
NO,shengchao,0.002058823970143996,0.002058823970143996
NO,shengchao liu,0.002058823970143996,0.002058823970143996
NO,structure to,0.002058734378417868,0.002058734378417868
NO,2022 648,0.0020587187589949578,0.0020587187589949578
NO,instantiation,-0.0020586099396581055,0.0020586099396581055
NO,and cannot,-0.002058598149014087,0.002058598149014087
NO,label distribution,-0.0020585470237350872,0.0020585470237350872
NO,perform experiments,-0.0020585372619536494,0.0020585372619536494
NO,to read,0.002058536383571399,0.002058536383571399
NO,model internal,-0.0020584630981008763,0.0020584630981008763
NO,testing for,0.0020583724838248553,0.0020583724838248553
NO,ehr data,-0.00205816440093124,0.00205816440093124
NO,special case,0.0020580810625945726,0.0020580810625945726
NO,text image,-0.0020580668736690606,0.0020580668736690606
NO,strategies for,-0.002058031677347036,0.002058031677347036
NO,classes where,-0.002058021351917823,0.002058021351917823
NO,sorted,-0.002057980443307549,0.002057980443307549
NO,vertical,0.0020578102085517503,0.0020578102085517503
NO,in scaling,0.0020577219379250148,0.0020577219379250148
NO,ocr and,-0.00205765437833285,0.00205765437833285
NO,tom erez,-0.002057625744704296,0.002057625744704296
NO,propose to,-0.0020575256952340658,0.0020575256952340658
NO,fast inference,-0.0020575135165506833,0.0020575135165506833
NO,to such,0.0020574862697933117,0.0020574862697933117
NO,instead,-0.002057391886197738,0.002057391886197738
NO,gemma,-0.0020572878899644906,0.0020572878899644906
NO,drawing,0.00205725413135826,0.00205725413135826
NO,961,0.0020572374708084334,0.0020572374708084334
NO,english to,-0.0020572111290062794,0.0020572111290062794
NO,60 60,-0.0020571813899123137,0.0020571813899123137
NO,of complexity,0.002057010558349233,0.002057010558349233
NO,gaussian processes,0.0020569400782769216,0.0020569400782769216
NO,context based,0.002056746792816691,0.002056746792816691
NO,to non,0.0020566864301856396,0.0020566864301856396
NO,channel capacity,-0.0020565475485640095,0.0020565475485640095
NO,xiao han,-0.0020564348780046926,0.0020564348780046926
NO,conformal,0.0020563940013114635,0.0020563940013114635
NO,text model,0.002056359817955055,0.002056359817955055
